step,phase,step_in_phase,dt,accept_rate,step_size,alpha,sigma,beta
246,sample,147,1.2083683628588915,0.98,0.4381273988936936,0.7660964058121527,1.2275119064645985,0.17635895982717753
247,sample,148,1.2143637919798493,0.98,0.4381273988936936,0.9044913418957519,0.7255711830240246,1.5909248899551542
248,sample,149,1.2015394428744912,0.98,0.4381273988936936,1.2348450698275855,1.4246661216748613,0.13486672209275424
249,sample,150,1.2041685795411468,0.98,0.4381273988936936,1.600480019580656,0.7236853419167704,1.5709086916217165
250,sample,151,1.2084477562457323,0.98,0.4381273988936936,0.44813452453832314,1.5383872672106231,0.16066890550596521
251,sample,152,1.2148331785574555,0.98,0.4381273988936936,4.220325116107647,0.5640314139702539,1.33025117017843
252,sample,153,1.2165560061112046,0.98,0.4381273988936936,0.1719477182097056,1.750819044153466,0.17173714999264844
253,sample,154,1.206609378568828,0.98,0.4381273988936936,3.9851446087851388,0.51829740999145,1.3679841836159414
254,sample,155,1.2107529509812593,0.98,0.4381273988936936,0.1340800172865431,1.6064427273616761,0.17053952894722768
255,sample,156,1.2019906677305698,0.98,0.4381273988936936,3.898053586974867,0.5033834320855807,1.2557118931857776
256,sample,157,1.2036054618656635,0.96,0.4381273988936936,3.898053586974867,0.5033834320855807,1.2557118931857776
257,sample,158,1.209966041147709,0.96,0.4381273988936936,2.5315776561016254,1.6217964472880253,0.41657292704385146
258,sample,159,1.1991917416453362,0.96,0.4381273988936936,0.8794776183467168,0.49980787778390245,0.50416298297639
259,sample,160,1.2072014352306724,0.96,0.4381273988936936,0.8758664239306646,1.6801853355051353,0.43832020180670944
260,sample,161,1.200332285836339,0.96,0.4381273988936936,0.8236736962293858,1.1024529781453383,0.47147597783770323
261,sample,162,1.2007571384310722,0.96,0.4381273988936936,0.8533093302947671,0.9585391048135302,0.47970959334086916
262,sample,163,1.1983681079000235,0.96,0.4381273988936936,0.878334518530513,0.9557085942064111,0.42281681201305266
263,sample,164,1.200246307067573,0.96,0.4381273988936936,0.8136243906701066,0.8709379407331636,0.629040908901919
264,sample,165,1.2045129397884011,0.96,0.4381273988936936,1.0023575196171717,1.045153162759161,0.9708593681587113
265,sample,166,1.1936612902209163,0.96,0.4381273988936936,0.6904119412704243,0.8245926100868659,0.2309737285411113
266,sample,167,1.1973630748689175,0.96,0.4381273988936936,1.080611183517486,1.4137361673104263,0.8960974334317844
267,sample,168,1.201729622669518,0.96,0.4381273988936936,0.6985920594961533,0.6151084990662758,0.23548567973846773
268,sample,169,1.2012288747355342,0.96,0.4381273988936936,1.253665870839273,1.3675716825381639,0.8679427789836363
269,sample,170,1.2034881711006165,0.96,0.4381273988936936,0.5631449909752195,0.6296517800795273,0.27667602180479556
270,sample,171,1.2005528612062335,0.96,0.4381273988936936,1.22254427307626,1.3272658136474471,0.7721633615538102
271,sample,172,1.2191568659618497,0.96,0.4381273988936936,0.7034078322917924,0.7237412743170358,0.2627020317246381
272,sample,173,1.206583776511252,0.96,0.4381273988936936,0.9865808361342056,1.3094617052330138,1.035528750348882
273,sample,174,1.2030283771455288,0.96,0.4381273988936936,0.7075754541899041,0.694668568125015,0.5039643745161028
274,sample,175,1.2075437223538756,0.96,0.4381273988936936,1.0105221779063698,1.406232894599106,0.45121917390311417
275,sample,176,1.2080351011827588,0.96,0.4381273988936936,0.8589799878566087,0.5976469909372302,0.45528144018670647
276,sample,177,1.217102355323732,0.96,0.4381273988936936,0.8068793473770114,1.369295208278573,0.5805965866876314
277,sample,178,1.2119764620438218,0.96,0.4381273988936936,0.9567492233015534,0.6550630230164961,0.34437035788090203
278,sample,179,1.2095600217580795,0.96,0.4381273988936936,0.7240166384794571,1.505272802247771,0.5820936368768836
279,sample,180,1.2127816705033183,0.96,0.4381273988936936,1.1930191793672273,0.5591844539946222,0.3656942396593412
280,sample,181,1.2096664141863585,0.96,0.4381273988936936,1.083283668848763,1.8619493054840437,0.6369496563415544
281,sample,182,1.2064642207697034,0.96,0.4381273988936936,0.6559561174569926,0.49165678932610635,0.3141014874949106
282,sample,183,1.216439156793058,0.94,0.4381273988936936,0.6559561174569926,0.49165678932610635,0.3141014874949106
283,sample,184,1.2224762421101332,0.94,0.4381273988936936,1.1004852042098396,1.6814572305463504,0.6618031020963121
284,sample,185,1.2179765962064266,0.94,0.4381273988936936,0.6692607032449008,0.5806325877403569,0.4740773019248302
285,sample,186,1.1912720752879977,0.94,0.4381273988936936,1.2582779740282724,1.421920764995282,0.42232149404500696
286,sample,187,1.1961979633197188,0.94,0.4381273988936936,0.5542329058060248,0.7308574494705689,0.8126634202886395
287,sample,188,1.1970956837758422,0.94,0.4381273988936936,1.2659842582109397,1.1206408908816552,0.26764600300702607
288,sample,189,1.2006076704710722,0.94,0.4381273988936936,0.5526689306950476,0.7562340523082342,0.779833574881118
289,sample,190,1.2054654005914927,0.94,0.4381273988936936,1.2510764790187268,1.2335128406786398,0.26542408111186383
290,sample,191,1.2034535501152277,0.94,0.4381273988936936,0.5811635648024152,0.664115432365872,0.8069006171865993
291,sample,192,1.2175770225003362,0.94,0.4381273988936936,2.2645084189554927,1.2736399258982039,0.3857875629126977
292,sample,193,1.2062706016004086,0.94,0.4381273988936936,0.6318973916272413,1.3646696122504567,0.7435365053532744
293,sample,194,1.2095541656017303,0.94,0.4381273988936936,1.4825033843558397,0.7006554795211399,0.45492801647867565
294,sample,195,1.2142132557928562,0.96,0.4381273988936936,0.5086725539145797,1.356526879441862,0.4616886702259243
295,sample,196,1.2213581064715981,0.96,0.4381273988936936,1.4460504191777253,0.5994367973836097,0.6703012188537193
296,sample,197,1.222151261754334,0.96,0.4381273988936936,0.477474417316745,1.4380667704902985,0.32307654384296625
297,sample,198,1.2243020804598927,0.96,0.4381273988936936,1.5839448987610443,0.7861924371448528,0.8139124473403717
298,sample,199,1.2241816250607371,0.96,0.4381273988936936,0.5209727470456025,1.308248333215295,0.28231509588326004
299,sample,200,1.218313105404377,0.96,0.4381273988936936,1.3328636527884465,0.7960726966136007,0.8128058324736908
